filename,htmlSegmentCount,notionSegmentCount,missingCount,extraCount,totalMissingChars,totalExtraChars,firstMissing,firstExtra
"activate-procurement-failure-2025-12-10T08-55-13.html",151,0,1,0,1063,0,"You can activate the Procurement plugin that provides core procurement capabilities. Before you begin Role required: procurement_admin, procurement_user Procedure Navigate to All > System Applications",""
"add-a-configuration-item-to-a-contract-failure-2025-12-10T08-48-00.html",89,0,1,0,561,0,"Contracts can be associated with configuration items. You can link a contract with configuration items to clarify what the contract legally covers. Before you begin Role required: admin or contract_ma",""
"add-a-document-to-a-contract-failure-2025-12-10T08-48-35.html",221,0,1,0,1374,0,"Contracts can be associated with documents. Linking a contract to related documents helps keep all relevant information about a contract together and easily accessible. Before you begin Role required:",""
"add-a-user-or-asset-to-a-contract-2025-12-10T08-51-28.html",234,0,1,0,1432,0,"You can add a user or asset to a contract to generate expense lines. Before you begin Role required: asset, financial_mgmt_user (core UI and Hardware Asset Workspace only), contract_manager (core UI a",""
"add-a-user-or-asset-to-a-contract-failure-2025-12-10T08-51-27.html",234,0,1,0,1432,0,"You can add a user or asset to a contract to generate expense lines. Before you begin Role required: asset, financial_mgmt_user (core UI and Hardware Asset Workspace only), contract_manager (core UI a",""
"add-a-user-to-a-contract-failure-2025-12-10T08-48-05.html",121,0,1,0,694,0,"A contract can cover specific users. For example, you may use a contract to hire a group of temporary workers. Before you begin Role required: contract_manager or admin Procedure Navigate to Contract ",""
"add-an-asset-to-a-contract-failure-2025-12-10T08-48-02.html",263,0,1,0,1607,0,"You can associate contracts with specific assets, including software licenses. Before you begin Role required: admin, contract_manager (core UI and Hardware Asset Workspace only), sn_eam.enterprise_ad",""
"add-an-assignment-from-a-request-failure-2025-12-10T08-57-32.html",225,0,1,0,1385,0,"You can add assignments directly from a request to source rights from software licenses. Before you beginRole required: procurement_admin or procurement_user Procedure Navigate to All > Procurement > ",""
"add-or-remove-entitlements-for-a-contract-renewal-failure-2025-12-10T08-46-06.html",251,0,1,0,1675,0,"Add or remove software entitlements that you want to include in the contract renewal process by using the Software assets selection task. You can also view the entitlements carried over to the new con",""
"add-rate-cards-to-the-new-contract-failure-2025-12-10T08-46-00.html",151,0,1,0,893,0,"Add rate card details to the new contract by using the Rate cards task to track contract expenses. Before you begin The Cost Management (com.snc.cost_management) plugin must be active. Role required: ",""
"add-terms-and-conditions-to-a-contract-2025-12-10T08-50-52.html",316,0,1,0,1929,0,"After you create a terms and conditions record, add the record to a contract that is in the Awaiting Review, Rejected, Renewal Rejected, or Extension Rejected substate. Before you begin Role required:",""
"add-terms-and-conditions-to-a-contract-failure-2025-12-10T08-50-50.html",316,0,1,0,1929,0,"After you create a terms and conditions record, add the record to a contract that is in the Awaiting Review, Rejected, Renewal Rejected, or Extension Rejected substate. Before you begin Role required:",""
"approve-or-reject-a-contract-failure-2025-12-10T08-49-07.html",296,0,1,0,1800,0,"If you are the contract manager, you can approve or reject a contract. Before you begin Role required: admin, contract_manager (core UI and Hardware Asset Workspace only), sn_eam.enterprise_admin (Ent",""
"approve-or-reject-a-contract-renewal-request-failure-2025-12-10T08-46-32.html",334,0,1,0,2144,0,"Approve or reject a contract renewal request for all Contract Renewal Request Lines. Before you begin The Renewal approver field must contain a value. If you need to change the approver, navigate to t",""
"automatically-match-to-an-existing-model-using-the-legacy-so-failure-2025-12-10T08-29-35.html",217,0,1,0,1340,0,"The automatic matching feature in the legacy Software Asset Management (com.snc.software_asset_management) plugin allows you to match a software discovery model to an existing software model. Before y",""
"build-a-terms-and-conditions-document-within-a-contract-failure-2025-12-10T08-50-00.html",222,0,1,0,1388,0,"After adding one or more terms and conditions records to a contract, you can build a terms and conditions document within the contract. Before you begin Role required: admin, contract_manager (core UI",""
"cancel-a-contract-failure-2025-12-10T08-48-32.html",150,0,1,0,1005,0,"You can cancel a contract when the State is Active. Before you begin Role required: admin, contract_manager (core UI and Hardware Asset Workspace only), sn_eam.enterprise_admin (Enterprise Asset Works",""
"cancel-a-purchase-order-failure-2025-12-10T08-58-28.html",77,0,1,0,496,0,"You can cancel purchase orders with a status of Requested, Ordered, or Pending Delivery. Before you beginRole required: procurement_admin or procurement_user About this task Purchase order line items ",""
"cancel-a-purchase-order-line-item-failure-2025-12-10T08-58-35.html",165,0,1,0,974,0,"You can cancel a purchase order line items with a status of Requested, Ordered, or Pending Delivery. Before you beginRole required: procurement_admin or procurement_user About this taskKeep the follow",""
"cancel-a-request-from-the-service-catalog-failure-2025-12-10T08-57-33.html",157,0,1,0,1012,0,"You can cancel a request from the service catalog if, for example, the item is no longer needed or the request was not approved. Before you beginRole required: catalog_admin, procurement_admin, or pro",""
"create-a-contract-failure-2025-12-10T08-47-42.html",1175,0,1,0,7604,0,"Create a contract with various contract models, which would act as a binding agreement between the two parties. Before you begin Role required: For Core UI and Hardware Asset Workspace: admin, contrac",""
"create-a-contract-rate-card-failure-2025-12-10T08-50-06.html",300,0,1,0,1881,0,"You can create rate cards to track contract expenses. Rate cards help to record and allocate costs. Before you beginYou must activate the Cost Management plugin to use rate cards.Role required: financ",""
"create-a-contract-renewal-request-2025-12-10T08-45-45.html",634,0,1,0,4105,0,"Create a contract renewal request for contracts that are nearing their expiry date or are already expired. Before you begin Role required: asset, contract_manager (core UI and Hardware Asset Workspace",""
"create-a-contract-renewal-request-failure-2025-12-10T08-45-44.html",634,0,1,0,4105,0,"Create a contract renewal request for contracts that are nearing their expiry date or are already expired. Before you begin Role required: asset, contract_manager (core UI and Hardware Asset Workspace",""
"create-a-purchase-order-from-a-request-failure-2025-12-10T08-56-50.html",361,0,1,0,2163,0,"You can create a purchase order directly from a request. This enables procurement managers to obtain items and fulfill requests from the Service Catalog. You can create multiple purchase orders from a",""
"create-a-purchase-order-line-item-failure-2025-12-10T08-58-21.html",843,0,1,0,5197,0,"After you save a new purchase order, you create purchase order line item records to specify the individual items to order. Before you beginRole required: procurement_admin or procurement_user Procedur",""
"create-a-rate-card-and-assign-a-user-or-asset-failure-2025-12-10T08-51-03.html",130,0,1,0,762,0,"You can assign a user or asset when you create a rate card. You can only assign the user or asset that is assigned to the contract. Before you begin Role required: financial_mgmt_user, asset, or contr",""
"create-a-software-asset-management-foundation-entitlement-in-failure-2025-12-10T08-37-56.html",167,0,1,0,1045,0,"Create entitlements in the Software Asset Workspace to enter your license details and allocate purchased software rights to users or devices. Before you begin Role required: sam_admin or sam_user. Abo",""
"create-a-software-asset-management-foundation-plugin-entitle-failure-2025-12-10T08-39-16.html",1021,0,1,0,6635,0,"Software entitlements enable you to define license details that are matched to software models. Before you beginRole required: sam_user About this task Software entitlements are stored in the Software",""
"create-a-software-asset-management-foundation-plugin-softwar-failure-2025-12-10T08-40-20.html",1074,0,1,0,7257,0,"Software models are used to connect purchased software rights with discovered software installations. Additionally, software models can be used to manage suites of software as well as to publish reque",""
"create-a-software-asset-management-foundation-software-model-failure-2025-12-10T08-39-37.html",1020,0,1,0,6856,0,"Create a software model in the Software Asset Workspace to add product details that are used to connect software rights you purchased with software installations discovered on your system. Before you ",""
"create-a-software-counter-for-the-legacy-software-asset-mana-failure-2025-12-10T08-31-01.html",962,0,1,0,6054,0,"How to create a software counter for the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before you begin Role required: sam About this task Depending on the license type ",""
"create-a-software-maintenance-contract-example-failure-2025-12-10T08-48-02.html",243,0,1,0,1602,0,"One common use case for the Contract Management application is creating a contract to track maintenance payments for enterprise software. You can use this example to learn how to create a software mai",""
"create-a-transfer-order-from-a-request-failure-2025-12-10T08-58-18.html",519,0,1,0,3415,0,"You can create a transfer order directly from a request to source hardware items and consumables from stockrooms. Before you beginRole required: procurement_admin or procurement_userImportant: If the ",""
"create-an-entitlement-for-the-legacy-software-asset-manageme-failure-2025-12-10T08-26-37.html",178,0,1,0,1158,0,"You create software entitlements for both CIs and users from the same License Entitlement form. Before you begin Role required: asset About this task You can create these entitlements from the Asset M",""
"create-an-oracle-software-license-for-the-legacy-oracle-proc-failure-2025-12-10T08-35-15.html",86,0,1,0,539,0,"To use the legacy Oracle process pack, you must create an Oracle software license. Before you beginRole required: sam Procedure Navigate to All > Software Asset > Software Licenses. Click New. Select ",""
"create-and-manage-a-subscription-license-using-the-legacy-so-failure-2025-12-10T08-26-06.html",145,0,1,0,943,0,"Use the legacy Software Asset Management (com.snc.software_asset_management) plugin to create subscription licenses and manage the information as it changes. Before you beginRole required: contract_ma",""
"create-and-manage-an-enterprise-license-using-the-legacy-sof-failure-2025-12-10T08-25-47.html",240,0,1,0,1531,0,"Enterprise licenses are typically for large customers and provide some flexibility, an agreed upon discount price, and a mechanism for easy administration. Before you begin Role required: contract_man",""
"create-new-models-using-the-legacy-software-asset-management-failure-2025-12-10T08-30-00.html",389,0,1,0,2464,0,"If the automatically generated software model is not correct or if the system cannot find a match from existing models, you can create a new model using the legacy Software Asset Management (com.snc.s",""
"create-software-contracts-for-the-legacy-software-asset-mana-failure-2025-12-10T08-34-09.html",69,0,1,0,488,0,"You can create binding agreements that enable buyers to legally use software that is tracked and managed through the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before",""
"customize-a-discovery-pattern-for-software-asset-management--failure-2025-12-10T08-37-49.html",403,0,1,0,2781,0,"Software Asset Management Foundation plugin automatically leverages SQL Server, Exchange, and Oracle Database Discovery patterns, but you can perform steps for Software Asset Management Foundation plu",""
"define-a-condition-check-2025-12-10T08-54-15.html",295,0,1,0,1908,0,"You can define a condition check to change values in a contract when the Contract Compliance Checks scheduled job runs each night. Before you begin Role required: contract_manager or admin Procedure N",""
"define-a-condition-check-failure-2025-12-10T08-54-14.html",295,0,1,0,1908,0,"You can define a condition check to change values in a contract when the Contract Compliance Checks scheduled job runs each night. Before you begin Role required: contract_manager or admin Procedure N",""
"determine-where-software-is-installed-using-the-legacy-softw-failure-2025-12-10T08-24-39.html",227,0,1,0,1624,0,"When using the legacy Software Asset Management (com.snc.software_asset_management) plugin to determine where your software is installed, you must keep the following points in mind. The software insta",""
"downgrade-a-license-using-the-legacy-software-asset-manageme-failure-2025-12-10T08-27-11.html",196,0,1,0,1301,0,"Use the legacy Software Asset Management (com.snc.software_asset_management) plugin to downgrade a software license through one of two methods: through a software model record or through a software li",""
"entitle-a-license-to-a-configuration-item-using-the-legacy-s-failure-2025-12-10T08-26-35.html",142,0,1,0,909,0,"Use the legacy Software Asset Management (com.snc.software_asset_management) plugin to entitle a license to a configuration item, such as a computer or server, or a location, such as a city of buildin",""
"entitle-a-license-to-a-user-or-location-using-the-legacy-sof-failure-2025-12-10T08-26-40.html",117,0,1,0,744,0,"Use the legacy Software Asset Management (com.snc.software_asset_management) plugin to entitle a license to an individual user. Before you beginRole required: sam Procedure Navigate to All > Software ",""
"find-software-on-the-network-using-the-legacy-software-asset-failure-2025-12-10T08-25-07.html",425,0,1,0,2856,0,"After using a discovery tool, you can find a definitive list of all the software found on the network using the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before you ",""
"generating-expense-lines-based-on-assets-or-users-failure-2025-12-10T08-50-30.html",144,0,1,0,832,0,"An expense line is an expense amount at a given point in time and the record that incurred or generated the expense. You can generate expense lines based on assets or users assigned to the contract. B",""
"get-started-with-software-asset-management-foundation-plugin-failure-2025-12-10T08-37-28.html",121,0,1,0,871,0,"Get started with Software Asset Management Foundation plugin to optimize management of software installations in your environment. Before you beginRole required: sam_admin About this task After you ha",""
"installed-with-the-legacy-software-asset-management-plugin-failure-2025-12-10T08-24-34.html",2054,0,1,0,15143,0,"A number of tables, properties, user roles, script includes, client scripts, UI policies, and business rules are installed with the legacy Software Asset Management (com.snc.software_asset_management)",""
"legacy-software-asset-management-plugin-overview-module-failure-2025-12-10T08-23-33.html",97,0,1,0,779,0,"The Overview module for the legacy Software Asset Management (com.snc.software_asset_management) plugin is a homepage that displays various software asset management reports. Use the legacy Software A",""
"license-calculations-with-the-legacy-software-asset-manageme-failure-2025-12-10T08-28-07.html",200,0,1,0,1491,0,"Software license calculations with the legacy Software Asset Management (com.snc.software_asset_management) plugin count the number of licenses that exist in your network environment. Users with the s",""
"manage-software-models-using-the-legacy-software-asset-manag-failure-2025-12-10T08-28-05.html",945,0,1,0,6017,0,"The legacy Software Asset Management (com.snc.software_asset_management) plugin uses software models to manage licenses, specifically in software counters and license restrictions, and to track upgrad",""
"manually-normalize-a-sam-foundation-software-discovery-model-failure-2025-12-10T08-39-14.html",105,0,1,0,696,0,"Manually normalize a SAM Foundation software discovery model in classic You can edit a software discovery model to manually normalize discovered software on the Software Discovery Models form so that ",""
"merge-software-licenses-using-the-legacy-software-asset-mana-failure-2025-12-10T08-27-58.html",394,0,1,0,2450,0,"If you have multiple software licenses that are linked to the same model, you can merge the individual licenses into a consolidated license using the legacy Software Asset Management (com.snc.software",""
"migrate-software-asset-management-foundation-plugin-software-failure-2025-12-10T08-42-12.html",149,0,1,0,1024,0,"If you are using Discovery, run this script after installing Software Asset Management Foundation plugin to copy previously discovered software installation records from the [cmdb_software_instance] t",""
"monitor-a-contract-failure-2025-12-10T08-51-26.html",281,0,1,0,1742,0,"You can monitor contracts by viewing contract history and creating contract reports. Before you begin Role required: asset, contract_manager (core UI and Hardware Asset Workspace only), sn_eam.enterpr",""
"overwrite-customizations-for-software-asset-management-found-failure-2025-12-10T08-43-07.html",524,0,1,0,3608,0,"Overwrite customizations for Software Asset Management Foundation plugin migration When migrating from the Software Asset Management plugin to the Software Asset Management Foundation plugin, further ",""
"predictive-intelligence-for-incident-management-failure-2025-12-10T08-22-28.html",539,0,1,0,4186,0,"Use your instance records to build specific solutions for Incident Management. Solution definitions These solution definitions are available as templates on instances where both Predictive Intelligenc",""
"receive-a-purchase-order-for-contract-assets-failure-2025-12-10T08-46-38.html",391,0,1,0,2375,0,"Receive the purchase order for assets covered in the contract by using the Renewal purchase order task. This task is available if you have added at least one hardware asset, created an entitlement, or",""
"refresh-your-legacy-software-asset-management-plugin-process-failure-2025-12-10T08-32-44.html",112,0,1,0,794,0,"After activating the legacy IBM PVU Process Pack, use the Refresh Processor Definitions module in the legacy Software Asset Management (com.snc.software_asset_management) plugin to create process defi",""
"renew-multiple-child-contracts-failure-2025-12-10T08-45-07.html",213,0,1,0,1316,0,"Renew multiple child contracts under the parent contract by using the Contract selection task. Before you begin Role required: asset, contract_manager About this task This task is created only when th",""
"reorder-a-purchase-order-failure-2025-12-10T08-58-53.html",54,0,1,0,349,0,"You can reorder a purchase order that was canceled. Before you beginRole required: procurement_admin or procurement_user Procedure Navigate to All > Procurement > Orders > Purchase Orders. Open a purc",""
"reorder-a-purchase-order-line-item-failure-2025-12-10T08-59-08.html",104,0,1,0,645,0,"You can reorder a purchase order line item that was canceled. Before you beginRole required: procurement_admin or procurement_user Procedure Navigate to All > Procurement > Orders > Purchase Orders. O",""
"request-predictive-intelligence-for-incident-failure-2025-12-10T08-23-20.html",357,0,1,0,2352,0,"To activate Predictive Intelligence for Incident, request the Predictive Intelligence for Incident plugin (com.snc.incident.ml) through the Now Support Customer Service system. This plugin activates r",""
"request-predictive-intelligence-for-incident-management-failure-2025-12-10T08-22-44.html",237,0,1,0,1549,0,"Activate Predictive Intelligence for Incident Management by requesting the Predictive Intelligence for Incident Management plugin (com.snc.incident.ml_solution) through the Now Support Service Catalog",""
"request-predictive-intelligence-for-major-incident-managemen-failure-2025-12-10T08-22-32.html",268,0,1,0,1833,0,"Activate Predictive Intelligence for Major Incident Management by requesting the Predictive Intelligence for Major Incident Management plugin (com.snc.incident.mim.ml_solution) through the Now Support",""
"request-software-asset-management-foundation-plugin-failure-2025-12-10T08-37-31.html",313,0,1,0,1893,0,"The Software Asset Management Foundation (com.snc.sams) plugin must be activated by ServiceNow personnel. This plugin includes demo data. Before you begin Role required: admin About this task There ar",""
"request-the-legacy-oracle-process-pack-failure-2025-12-10T08-35-05.html",301,0,1,0,1857,0,"The legacy Software Asset Management - Oracle Process Pack (com.snc.sam.oracle.pp) plugin can no longer be activated upon request. If the legacy plugin has already been activated on your ServiceNow in",""
"review-contract-renewal-details-failure-2025-12-10T08-46-10.html",226,0,1,0,1441,0,"Review the renewal details after completing all the details of a contract by using the Renewal confirmation task. You can then either approve them or mark the details for further review. Before you be",""
"run-software-asset-management-foundation-plugin-software-rec-failure-2025-12-10T08-40-43.html",320,0,1,0,2249,0,"Reconciliation is run as a scheduled job (default is weekly), but you can also run reconciliation manually to reconcile software products in the Software Asset Workspace environment on-demand. Before ",""
"run-software-asset-management-foundation-plugin-software-rec-failure-2025-12-10T08-41-33.html",110,0,1,0,747,0,"Reconciliation is run as a scheduled job (default is weekly), but you can also run reconciliation manually to reconcile software products in your environment on demand. Before you beginRole required: ",""
"run-the-oracle-software-counter-for-the-legacy-oracle-proces-failure-2025-12-10T08-35-38.html",52,0,1,0,340,0,"Running the Oracle software counter is a requirement to associate a software installation with an Oracle mapping. Before you beginRole required: sam Procedure Navigate to All > Software Asset > Reconc",""
"send-the-contract-for-approval-failure-2025-12-10T08-49-05.html",182,0,1,0,1156,0,"You can send a contract that is in Draft state for approval. Before you begin Role required: admin, contract_manager (core UI and Hardware Asset Workspace only), sn_eam.enterprise_admin (Enterprise As",""
"setting-up-software-asset-management-foundation-plugin-failure-2025-12-10T08-37-20.html",346,0,1,0,2546,0,"Set up Software Asset Management Foundation plugin before configuration. Before you begin Role required: sam_admin About this task Once you have requested Software Asset Management Foundation plugin a",""
"software-contracts-for-the-legacy-software-asset-management--failure-2025-12-10T08-33-51.html",105,0,1,0,737,0,"A software contract is a binding agreement between the owner of a software product and a buyer. The contract enables the buyer to use the software legally. You can use the Contract Management applicat",""
"source-requests-from-local-stockrooms-failure-2025-12-10T08-57-48.html",833,0,1,0,5111,0,"Get visibility into local stockrooms at the time of sourcing requests. Before you begin You can source a request by using assets from the requester's local stockroom. If stock is available in the loca",""
"supply-contract-renewal-information-failure-2025-12-10T08-44-57.html",152,0,1,0,926,0,"Supply the contract renewal information by completing the Build renewal task. Before you begin Role required: asset, contract_manager About this task Each contract renewal request line has its own flo",""
"tables-installed-with-procurement-failure-2025-12-10T08-55-50.html",148,0,1,0,1143,0,"Procurement plugin adds the following tables. TableDescription Purchase Order [proc_po] Stores information about items ordered, cost of items ordered, and users that require the items for orders place",""
"update-terms-and-conditions-failure-2025-12-10T08-45-56.html",327,0,1,0,1975,0,"Update the terms and conditions in your new contract. You can also view the terms and conditions carried over to the new contract. Before you begin Role required: asset, contract_manager (core UI and ",""
"use-software-counters-with-the-legacy-ibm-pvu-process-pack-failure-2025-12-10T08-33-26.html",194,0,1,0,1176,0,"To calculate IBM PVU licenses through the legacy IBM PVU Process Pack, you can create a software counter with the IBM PVU license type. For a given PVU software package, you only need to create the co",""
"use-the-asset-contract-overview-module-failure-2025-12-10T08-43-09.html",82,0,1,0,523,0,"You can view information about your contract status in the Contract Management Overview module. Before you begin Role required: asset, contract_manager About this task Because the Contract Management ",""
"use-the-procurement-overview-module-failure-2025-12-10T08-54-55.html",60,0,1,0,409,0,"Use the gauges on the Procurement Overview homepage to help you track and manage requests, purchase orders, and other important aspects of the procurement process. Before you beginRole required: procu",""
"validate-legacy-ibm-pvu-process-pack-requirements-for-associ-failure-2025-12-10T08-32-42.html",142,0,1,0,941,0,"Meet the recommended requirements to ensure that you receive the highest quality results with PVU mapping. Before you begin Role required: admin Procedure Use a discovery tool, such as ServiceNow Disc",""
"validate-legacy-oracle-process-pack-requirements-for-associa-failure-2025-12-10T08-35-44.html",165,0,1,0,1156,0,"Meet the recommended requirements to ensure that you receive the highest quality results with Oracle mapping. Before you begin Role required: admin Procedure Use a discovery tool (such as ServiceNow D",""
"verify-contract-administrator-assignment-for-notification-failure-2025-12-10T08-49-02.html",229,0,1,0,1505,0,"An event runs automatically each night to send reminders to contract administrators about contract expiration dates so they can renew or renegotiate the contract. You can verify that the right contrac",""
"view-a-list-of-unallocated-software-licenses-for-the-legacy--failure-2025-12-10T08-27-51.html",111,0,1,0,700,0,"Managing software licenses includes knowing what licenses are owned by your organization, but are not allocated. Before you beginRole required: sam About this task You can allocate the licenses to use",""
"view-approval-history-on-contracts-failure-2025-12-10T08-49-13.html",183,0,1,0,1124,0,"You can view the approval history for a contract in the Approval History related list on the Contract form. Before you begin Role required: workflow_admin, admin, or sn_eam.enterprise_admin (Enterpris",""
"view-contract-expense-lines-failure-2025-12-10T08-51-27.html",167,0,1,0,1083,0,"Use the Expense Lines related list or tab to view and audit all the expenses recorded for a given contract. Before you begin Role required: asset, financial_mgmt_user (core UI and Hardware Asset Works",""
"view-discovery-models-in-workspace-failure-2025-12-10T08-40-37.html",70,0,1,0,441,0,"View a list of all the discovered software for your engineering applications in the Software Asset Workspace. Before you begin Role required: sam_admin or sam_user Procedure Navigate to All > Software",""
"view-ibm-pvu-mappings-for-the-legacy-ibm-pvu-process-pack-failure-2025-12-10T08-33-29.html",221,0,1,0,1403,0,"Every rule listed in the IBM PVU Table is represented by one PVU mapping record in the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before you beginRole required: sam A",""
"view-software-counter-details-for-the-legacy-software-asset--failure-2025-12-10T08-32-11.html",291,0,1,0,1873,0,"Software counter details provide information about a specific software counter summary for the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before you begin Role requir",""
"view-software-counter-results-for-the-legacy-software-asset--failure-2025-12-10T08-31-35.html",260,0,1,0,1713,0,"Software counter results provide detailed information about each grouping that is formed through the legacy Software Asset Management (com.snc.software_asset_management) plugin. Before you begin Role ",""
"view-usage-counter-results-for-the-legacy-software-asset-man-failure-2025-12-10T08-32-01.html",353,0,1,0,2153,0,"Usage counters for the legacy Software Asset Management (com.snc.software_asset_management) plugin track licenses based on how often those licenses are actually used either by a workstation or a user.",""